,GWAS P,GWAS Rank,Prop-Value,log10(Prop-Value),Prop Rank,Empirical P,Adjusted Association
ABCA13,1.0,9932.0,4.438547263685274e-05,-4.3527591511923998,14656.0,0.740875543423,0.740875543423
ABCA2,1.0,9932.0,0.00073058444146273079,-3.1363295807674505,3806.0,0.192397128703,0.192397128703
ABCA3,1.0,9932.0,0.00013634865162447145,-3.8653491525147756,10854.0,0.548680618744,0.548680618744
ABCA4,1.0,9932.0,0.0010744819497684175,-2.968800875828022,2403.0,0.121474067334,0.121474067334
ABCA5,1.0,9932.0,0.00014998387323372664,-3.8239554352251459,10450.0,0.528258012334,0.528258012334
ABCA6,1.0,9932.0,0.00014731685652512921,-3.8317475567758246,10518.0,0.53169548074,0.53169548074
ABCA7,1.0,9932.0,0.00019876825291629546,-3.7016529795175832,9250.0,0.467596805176,0.467596805176
ABCA8,1.0,9932.0,0.00018144593594576622,-3.7412527547496968,9620.0,0.486300677383,0.486300677383
ABCA9,1.0,9932.0,4.204356885724306e-05,-4.3763004261066261,14817.0,0.749014255384,0.749014255384
ABCB1,1.0,9932.0,0.0012687732779896521,-2.8966159767350534,1938.0,0.0979678495602,0.0979678495602
ABCB10,1.0,9932.0,0.00033809345996049534,-3.4709632300935609,6946.0,0.351127287433,0.351127287433
ABCB11,1.0,9932.0,0.00011222294771513916,-3.9499183280438426,11624.0,0.587604893337,0.587604893337
ABCB4,1.0,9932.0,0.00018337326568965942,-3.7366639806059077,9574.0,0.483975331109,0.483975331109
ABCB5,1.0,9932.0,6.8316444891482854e-05,-4.1654747419119076,13366.0,0.675664745728,0.675664745728
ABCB6,1.0,9932.0,0.00013162147467596583,-3.8806732477098049,11011.0,0.556617126681,0.556617126681
ABCB7,1.0,9932.0,0.00019320312030797479,-3.7139858638336092,9360.0,0.473157415833,0.473157415833
ABCB8,1.0,9932.0,0.00053360845804357082,-3.2727772951849512,5094.0,0.257506824386,0.257506824386
ABCB9,1.0,9932.0,0.00017546742043620964,-3.7558035084759402,9760.0,0.493377818219,0.493377818219
ABCC1,1.0,9932.0,0.00078384072469765654,-3.105772176361862,3540.0,0.178950561116,0.178950561116
ABCC10,1.0,9932.0,0.00013804186335454163,-3.8599891870280918,10806.0,0.546254170458,0.546254170458
ABCC11,1.0,9932.0,5.4905453539945716e-05,-4.2603845166668952,14022.0,0.708826205641,0.708826205641
ABCC12,1.0,9932.0,4.6464561657086136e-05,-4.3328781555936757,14536.0,0.734809422708,0.734809422708
ABCC2,1.0,9932.0,0.00045947219230376535,-3.3377407673996751,5693.0,0.287786876959,0.287786876959
